"ID","Comune","ID Provincia","ID Regione","Codice Catastale","Coordinate Nord","Coordinate Est","Coordinate Dec Nord","Coordinate Dec Est"
"4791","Roccasparvera","8","13","H447","44,20,35","7,26,34","44.34305555555556","7.442777777777778"
"4792","Roccavione","8","13","H453","44,19,1","7,28,54","44.316944444444445","7.4816666666666665"
"4793","Rocchetta Belbo","8","13","H462","44,38,20","8,10,29","44.638888888888886","8.174722222222222"
"4794","Roddi","8","13","H472","44,40,51","7,58,34","44.68083333333333","7.976111111111111"
"4795","Roddino","8","13","H473","44,34,30","8,1,13","44.575","8.020277777777778"
"4796","Rodello","8","13","H474","44,37,58","8,3,33","44.632777777777775","8.059166666666668"
"4797","Rossana","8","13","H578","44,32,26","7,26,2","44.54055555555556","7.433888888888889"
"4798","Ruffia","8","13","H633","44,42,28","7,36,21","44.70777777777778","7.605833333333333"
"4799","Sale Delle Langhe","8","13","H695","44,23,37","8,4,36","44.39361111111111","8.076666666666666"
"4800","Sale San Giovanni","8","13","H704","44,24,5","8,4,44","44.40138888888889","8.078888888888889"
"4801","Saliceto","8","13","H298","44,24,59","8,10,13","44.41638888888889","8.170277777777777"
"4802","Salmour","8","13","H716","44,34,53","7,47,27","44.581388888888895","7.7908333333333335"
"4803","Saluzzo","8","13","A689","44,38,46","7,29,36","44.64611111111111","7.493333333333333"
"4804","Sambuco","8","13","H746","44,20,18","7,4,47","44.33833333333334","7.079722222222222"
"4805","Sampeyre","8","13","H755","44,34,44","7,11,24","44.57888888888889","7.19"
"4806","San Benedetto Belbo","8","13","H770","44,29,28","8,3,30","44.49111111111111","8.058333333333334"
"4807","San Damiano Macra","8","13","H812","44,29,27","7,15,25","44.490833333333335","7.256944444444445"
"4808","Sanfront","8","13","H852","44,38,51","7,19,13","44.6475","7.320277777777777"
"4809","Santo Stefano Belbo","8","13","I367","44,42,34","8,14,0","44.70944444444445","8.233333333333333"
"4810","Santo Stefano Roero","8","13","I372","44,47,23","7,56,30","44.78972222222222","7.941666666666667"
"4811","Savigliano","8","13","F330","44,38,50","7,39,31","44.64722222222222","7.658611111111111"
"4812","Scagnello","8","13","I484","44,19,57","7,59,15","44.3325","7.9875"
"4813","Scarnafigi","8","13","I512","44,40,59","7,34,11","44.683055555555555","7.569722222222222"
"4814","Serravalle Langhe","8","13","I659","44,33,45","8,3,30","44.5625","8.058333333333334"
"4815","Sinio","8","13","I750","44,36,3","8,1,18","44.600833333333334","8.021666666666668"
"4816","Somano","8","13","I817","44,32,13","8,0,41","44.536944444444444","8.011388888888888"
"4817","Sommariva Del Bosco","8","13","I822","44,46,16","7,47,12","44.77111111111111","7.786666666666666"
"4818","Sommariva Perno","8","13","I823","44,44,42","7,54,23","44.745","7.906388888888889"
"4819","Stroppo","8","13","I985","44,30,25","7,7,41","44.50694444444444","7.128055555555555"
"4820","Tarantasca","8","13","L048","44,29,48","7,32,40","44.49666666666667","7.544444444444444"
"4821","Torre Bormida","8","13","L252","44,33,52","8,9,25","44.56444444444444","8.156944444444445"
"4822","Torre San Giorgio","8","13","L278","44,44,12","7,31,54","44.736666666666665","7.531666666666666"
"4823","Torresina","8","13","L281","44,26,0","8,2,2","44.43333333333333","8.033888888888889"
"4824","Treiso","8","13","L367","44,41,28","8,5,9","44.691111111111105","8.085833333333333"
"4825","Trezzo Tinella","8","13","L410","44,40,46","8,6,27","44.67944444444444","8.1075"
"4826","Valdieri","8","13","L558","44,16,41","7,23,43","44.278055555555554","7.395277777777778"
"4827","Valgrana","8","13","L580","44,24,40","7,22,54","44.41111111111111","7.381666666666666"
"4828","Valloriate","8","13","L631","44,20,23","7,22,25","44.33972222222222","7.373611111111111"
"4829","Valmala","8","13","L636","44,32,44","7,20,51","44.54555555555555","7.3475"
"4830","Venasca","8","13","L729","44,33,46","7,23,52","44.562777777777775","7.397777777777778"
"4831","Verduno","8","13","L758","44,40,9","7,56,11","44.66916666666666","7.936388888888889"
"4832","Vernante","8","13","L771","44,14,49","7,32,3","44.246944444444445","7.534166666666667"
"4833","Verzuolo","8","13","L804","44,36,7","7,28,55","44.60194444444445","7.481944444444444"
"4834","Vicoforte","8","13","L841","44,22,41","7,51,55","44.378055555555555","7.865277777777777"
"4835","Vignolo","8","13","L888","44,21,40","7,28,15","44.361111111111114","7.470833333333333"
"4836","Villafalletto","8","13","L942","44,32,44","7,32,21","44.54555555555555","7.539166666666667"
"4837","Villanova Solaro","8","13","L990","44,43,49","7,34,42","44.73027777777778","7.578333333333333"
"4838","Villar San Costanzo","8","13","M015","44,29,2","7,22,52","44.48388888888889","7.38111111111111"
"4839","Vinadio","8","13","M055","44,18,38","7,10,25","44.31055555555555","7.173611111111112"
"4840","Viola","8","13","M063","44,17,26","7,57,58","44.29055555555556","7.966111111111111"
"4841","Vottignasco","8","13","M136","44,34,2","7,34,40","44.56722222222223","7.5777777777777775"
"4842","Agrate Conturbia","9","13","A088","45,40,42","8,33,9","45.67833333333333","8.5525"
"4843","Ameno","9","13","A264","45,47,26","8,26,16","45.79055555555556","8.437777777777779"
"4844","Armeno","9","13","A414","45,49,29","8,26,11","45.82472222222223","8.436388888888889"
"4845","Arona","9","13","A429","45,45,49","8,33,29","45.76361111111111","8.558055555555557"
"4846","Barengo","9","13","A653","45,34,36","8,30,42","45.57666666666667","8.511666666666667"
"4847","Bellinzago Novarese","9","13","A752","45,34,17","8,38,26","45.57138888888889","8.640555555555554"
"4848","Biandrate","9","13","A844","45,27,18","8,27,55","45.455000000000005","8.465277777777777"
"4849","Boca","9","13","A911","45,40,54","8,24,22","45.681666666666665","8.40611111111111"
"4850","Bogogno","9","13","A929","45,40,2","8,32,5","45.66722222222222","8.534722222222221"
"4851","Bolzano Novarese","9","13","A953","45,45,54","8,26,32","45.765","8.442222222222222"
"4852","Borgo Ticino","9","13","B043","45,41,20","8,36,11","45.68888888888888","8.603055555555555"
"4853","Borgolavezzaro","9","13","B016","45,19,14","8,41,58","45.32055555555556","8.699444444444445"
"4854","Borgomanero","9","13","B019","45,42,1","8,27,44","45.70027777777778","8.462222222222222"
"4855","Briga Novarese","9","13","B176","45,44,11","8,26,57","45.73638888888889","8.449166666666667"
"4856","Briona","9","13","B183","45,32,37","8,28,47","45.54361111111111","8.479722222222222"
"4857","Caltignaga","9","13","B431","45,31,9","8,35,16","45.51916666666666","8.587777777777779"
"4858","Cameri","9","13","B473","45,30,8","8,39,47","45.50222222222222","8.663055555555555"
"4859","Carpignano Sesia","9","13","B823","45,32,11","8,25,0","45.53638888888889","8.416666666666666"
"4860","Casalbeltrame","9","13","B864","45,26,16","8,28,8","45.437777777777775","8.46888888888889"
"4861","Casaleggio Novara","9","13","B883","45,29,14","8,29,42","45.48722222222222","8.495"
"4862","Casalino","9","13","B897","45,21,31","8,31,31","45.35861111111111","8.525277777777779"
"4863","Casalvolone","9","13","B920","45,24,3","8,27,53","45.40083333333333","8.464722222222221"
"4864","Castellazzo Novarese","9","13","C149","45,30,53","8,29,19","45.514722222222225","8.48861111111111"
"4865","Castelletto Sopra Ticino","9","13","C166","45,43,0","8,38,40","45.71666666666667","8.644444444444444"
"4866","Cavaglietto","9","13","C364","45,36,13","8,30,7","45.603611111111114","8.501944444444444"
"4867","Cavallirio","9","13","C378","45,39,55","8,23,46","45.665277777777774","8.39611111111111"
"4868","Cerano","9","13","C483","45,24,42","8,46,57","45.41166666666666","8.7825"
"4869","Colazza","9","13","C829","45,47,38","8,29,56","45.79388888888889","8.498888888888889"
"4870","Comignago","9","13","C926","45,42,51","8,33,45","45.71416666666667","8.5625"
"4871","Cressa","9","13","D162","45,38,53","8,30,30","45.64805555555556","8.508333333333333"
"4872","Cureggio","9","13","D216","45,40,36","8,27,44","45.67666666666666","8.462222222222222"
"4873","Divignano","9","13","D309","45,39,48","8,36,4","45.663333333333334","8.601111111111111"
"4874","Dormelletto","9","13","D347","45,43,56","8,34,19","45.73222222222223","8.571944444444444"
"4875","Fara Novarese","9","13","D492","45,33,23","8,27,32","45.55638888888888","8.458888888888888"
"4876","Galliate","9","13","D872","45,28,44","8,41,50","45.47888888888889","8.697222222222223"
"4877","Garbagna Novarese","9","13","D911","45,23,11","8,39,42","45.38638888888889","8.661666666666667"
"4878","Gargallo","9","13","D921","45,43,48","8,25,25","45.730000000000004","8.42361111111111"
"4879","Gattico","9","13","D937","45,42,41","8,31,10","45.71138888888889","8.519444444444446"
"4880","Ghemme","9","13","E001","45,35,56","8,25,20","45.598888888888894","8.422222222222222"
"4881","Gozzano","9","13","E120","45,44,58","8,26,3","45.74944444444444","8.434166666666666"
"4882","Granozzo Con Monticello","9","13","E143","45,21,41","8,34,32","45.36138888888889","8.575555555555555"
"4883","Grignasco","9","13","E177","45,41,15","8,20,8","45.6875","8.335555555555556"
"4884","Invorio","9","13","E314","45,45,31","8,29,18","45.75861111111111","8.488333333333333"
"4885","Landiona","9","13","E436","45,29,55","8,25,20","45.49861111111111","8.422222222222222"
"4886","Lesa","9","13","C869","45,49,52","8,33,49","45.83111111111111","8.563611111111111"
"4887","Maggiora","9","13","E803","45,41,33","8,25,9","45.692499999999995","8.419166666666666"
"4888","Mandello Vitta","9","13","E880","45,29,42","8,27,32","45.495","8.458888888888888"
"4889","Marano Ticino","9","13","E907","45,37,59","8,37,57","45.63305555555556","8.6325"
"4890","Massino Visconti","9","13","F047","45,49,22","8,32,22","45.82277777777778","8.539444444444444"
"4891","Meina","9","13","F093","45,47,28","8,32,18","45.79111111111111","8.538333333333334"
"4892","Mezzomerico","9","13","F188","45,37,21","8,36,20","45.6225","8.605555555555556"
"4893","Miasino","9","13","F191","45,48,17","8,25,39","45.80472222222222","8.4275"
"4894","Momo","9","13","F317","45,34,28","8,33,17","45.574444444444445","8.554722222222223"
"4895","Nebbiuno","9","13","F859","45,48,31","8,31,29","45.808611111111105","8.524722222222223"
"4896","Nibbiola","9","13","F886","45,22,20","8,39,26","45.37222222222222","8.657222222222222"
"4897","Novara","9","13","B883","45,26,59","8,37,13","45.44972222222222","8.620277777777778"
"4898","Oleggio","9","13","G019","45,35,55","8,38,17","45.59861111111111","8.638055555555555"
"4899","Oleggio Castello","9","13","G020","45,45,11","8,31,50","45.753055555555555","8.530555555555557"
"4900","Orta San Giulio","9","13","G134","45,47,58","8,24,21","45.79944444444444","8.405833333333334"
"4901","Paruzzaro","9","13","G349","45,45,5","8,30,57","45.75138888888889","8.515833333333333"
"4902","Pella","9","13","B679","45,48,9","8,23,11","45.802499999999995","8.386388888888888"
"4903","Pettenasco","9","13","G520","45,49,11","8,24,24","45.819722222222225","8.406666666666666"
"4904","Pisano","9","13","G090","45,47,46","8,30,50","45.79611111111111","8.51388888888889"
"4905","Pogno","9","13","G775","45,45,37","8,22,52","45.76027777777778","8.381111111111112"
"4906","Pombia","9","13","G809","45,39,1","8,38,2","45.650277777777774","8.633888888888889"
"4907","Prato Sesia","9","13","H001","45,39,0","8,22,34","45.65","8.376111111111111"
"4908","Recetto","9","13","H213","45,27,40","8,26,5","45.461111111111116","8.434722222222222"
"4909","Romagnano Sesia","9","13","H502","45,38,5","8,23,5","45.63472222222222","8.384722222222221"
"4910","Romentino","9","13","H518","45,27,48","8,43,15","45.46333333333334","8.720833333333333"
"4911","San Nazzaro Sesia","9","13","I052","45,26,27","8,25,24","45.44083333333333","8.423333333333332"
"4912","San Pietro Mosezzo","9","13","I116","45,27,26","8,32,35","45.45722222222223","8.543055555555556"
"4913","Sillavengo","9","13","I736","45,31,21","8,26,26","45.5225","8.440555555555555"
"4914","Sizzano","9","13","I767","45,34,38","8,26,20","45.577222222222225","8.43888888888889"
"4915","Soriso","9","13","I857","45,44,37","8,24,29","45.743611111111115","8.408055555555556"
"4916","Sozzago","9","13","I880","45,23,55","8,43,21","45.39861111111111","8.7225"
"4917","Suno","9","13","L007","45,37,55","8,32,31","45.63194444444444","8.541944444444445"
"4918","Terdobbiate","9","13","L104","45,22,34","8,41,51","45.376111111111115","8.6975"
"4919","Tornaco","9","13","L223","45,21,27","8,43,11","45.3575","8.719722222222222"
"4920","Trecate","9","13","L356","45,25,55","8,44,7","45.43194444444444","8.735277777777776"
"4921","Varallo Pombia","9","13","L670","45,40,0","8,38,3","45.666666666666664","8.634166666666665"
"4922","Veruno","9","13","E313","45,41,33","8,31,56","45.692499999999995","8.532222222222224"
"4923","Vespolate","9","13","L808","45,21,3","8,40,8","45.350833333333334","8.668888888888889"
"4924","Vicolungo","9","13","L847","45,28,47","8,27,42","45.47972222222222","8.461666666666666"
"4925","Vinzaglio","9","13","M062","45,19,26","8,31,4","45.323888888888895","8.517777777777779"
"4926","Airasca","11","13","A109","44,55,3","7,29,28","44.9175","7.4911111111111115"
"4927","Ala Di Stura","11","13","A117","45,18,58","7,18,10","45.316111111111105","7.302777777777778"
"4928","Alice Superiore","11","13","A199","45,27,44","7,46,40","45.46222222222222","7.777777777777778"
"4929","Almese","11","13","A218","45,7,12","7,23,53","45.12","7.398055555555556"
"4930","Alpette","11","13","A221","45,24,37","7,34,39","45.41027777777778","7.5775"
"4931","Alpignano","11","13","A222","45,5,57","7,31,40","45.09916666666667","7.527777777777778"
"4932","Andezeno","11","13","A275","45,2,20","7,52,10","45.038888888888884","7.869444444444445"
"4933","Andrate","11","13","A282","45,31,41","7,52,28","45.528055555555554","7.874444444444445"
"4934","Angrogna","11","13","A295","44,50,37","7,13,35","44.843611111111116","7.226388888888889"
"4935","Arignano","11","13","A405","45,2,41","7,54,10","45.04472222222222","7.902777777777779"
"4936","Avigliana","11","13","A518","45,4,44","7,23,53","45.07888888888889","7.398055555555556"
"4937","Azeglio","11","13","A525","45,25,36","7,59,40","45.42666666666666","7.9944444444444445"
"4938","Bairo","11","13","A584","45,23,16","7,45,16","45.38777777777778","7.754444444444444"
"4939","Balangero","11","13","A587","45,16,36","7,31,19","45.276666666666664","7.521944444444444"
"4940","Baldissero Canavese","11","13","A590","45,24,42","7,44,42","45.41166666666666","7.745"
"4941","Baldissero Torinese","11","13","A591","45,4,11","7,49,12","45.069722222222225","7.819999999999999"
"4942","Balme","11","13","A599","45,18,12","7,13,8","45.30333333333333","7.218888888888889"
"4943","Banchette","11","13","A607","45,27,44","7,51,29","45.46222222222222","7.858055555555556"
"4944","Barbania","11","13","A625","45,17,31","7,37,55","45.29194444444444","7.631944444444445"
"4945","Bardonecchia","11","13","A651","45,4,53","6,42,1","45.081388888888895","6.700277777777778"
"4946","Barone Canavese","11","13","A673","45,19,40","7,52,25","45.32777777777778","7.873611111111112"
"4947","Beinasco","11","13","A734","45,1,27","7,34,51","45.024166666666666","7.5808333333333335"
"4948","Bibiana","11","13","A853","44,47,57","7,17,22","44.799166666666665","7.289444444444444"
"4949","Bobbio Pellice","11","13","A910","44,48,31","7,7,3","44.808611111111105","7.1175"
"4950","Bollengo","11","13","A941","45,28,29","7,56,37","45.474722222222226","7.943611111111111"
"4951","Borgaro Torinese","11","13","A990","45,9,6","7,39,34","45.151666666666664","7.6594444444444445"
"4952","Borgiallo","11","13","B003","45,25,9","7,40,17","45.41916666666666","7.671388888888889"
"4953","Borgomasino","11","13","B021","45,21,50","7,59,20","45.36388888888889","7.988888888888889"
"4954","Borgone Susa","11","13","B024","45,7,30","7,14,38","45.125","7.243888888888889"
"4955","Bosconero","11","13","B075","45,16,9","7,46,1","45.26916666666666","7.766944444444444"
"4956","Brandizzo","11","13","B121","45,10,43","7,50,37","45.17861111111111","7.843611111111111"
"4957","Bricherasio","11","13","B171","44,49,38","7,18,14","44.827222222222225","7.303888888888888"
"4958","Brosso","11","13","B205","45,29,40","7,48,12","45.49444444444445","7.803333333333333"
"4959","Brozolo","11","13","B209","45,7,3","8,4,13","45.1175","8.070277777777777"
"4960","Bruino","11","13","B216","45,1,17","7,28,13","45.021388888888886","7.470277777777778"
"4961","Brusasco","11","13","B225","45,9,23","8,3,26","45.156388888888884","8.057222222222222"
"4962","Bruzolo","11","13","B232","45,8,43","7,11,41","45.14527777777778","7.1947222222222225"
"4963","Buriasco","11","13","B278","44,52,28","7,24,48","44.87444444444444","7.413333333333334"
"4964","Burolo","11","13","B279","45,29,1","7,55,59","45.48361111111111","7.933055555555556"
